symbol,Name,Currency,SIC Code,NAICS Code,Business Description,Industry,Country,State,City,CIK Code,Company Website,Enterprise Value (in $),Revenue (in $),COGS (in $),Gross Profit (in $,EBITDA (in $),Operating Profit (in $),Other Expenses (in $),Operating Expenses (in $),Net Income (in $),Cash (in $),Accounts Receivables (in $),Inventories (in $),Other Current Assets (in $),Total Current Assets (in $),Fixed Assets (in $),PPE (in $),Total Assets (in $),Accounts Payable (in $),Short Term Debt (in $),Long Term Debt (in $),Other Current Liabilities (in $),Total Current Liabilities (in $),Other Liabilities (in $),Total Liabilities (in $),Net Worth (in $),Total Liabilities & Equity (in $),,Revenue (in %),COGS (in %),Gross Profit (in %),EBITDA (in %),Operating Profit (in %),Other Expenses (in %),Operating Expenses (in %),Net Income (in %),Cash (in %),Accounts Receivables (in %),Inventories (in %),Other Current Assets (in %),Total Current Assets (in %),Fixed Assets (in %),PPE (in %),Total Assets (in %),Accounts Payable (in %),Short Term Debt (in %),Long Term Debt (in %),Other Current Liabilities (in %),Total Current Liabilities (in %),Other Liabilities (in %),Total Liabilities (in %),Net Worth (in %),Total Liabilities & Equity (in %)
MPWR,"Monolithic Power Systems, Inc.",USD,3674,-,"Monolithic Power Systems, Inc. engages in the design, development, marketing, and sale of semiconductor-based power electronics solutions for the computing and storage, automotive, industrial, communications, and consumer markets.",Semiconductor and Related Device Manufacturing ,United States,WA,Kirkland,CIK_0001280452,www.monolithicpower.com,29187.61336,1821.072,799.953,,530.16199,490.242,15.599,1330.83,427.374,421.178,185.82,397.288,77.072,1735.376,0,366.797,2328.089,64.707,0,0,104.762,250.018,127.449,383.225,1944.864,2328.089,,1,0.439275877,0.560724123,0.29112632,0.269205171,0.008565834,0.730794829,0.234682648,0.180911469,0.079816536,0.170649833,0.033105264,0.745407929,0,0.157552826,1,0.027794041,0,0,0.044999139,0.107391942,0.054744041,0.164609257,0.835390743,1
ALLR,"Allarity Therapeutics, Inc.",USD,2836,-,"Allarity Therapeutics, Inc., a clinical-stage biopharmaceutical company, engages in developing oncology therapeutics using drug-specific companion diagnostics generated by its drug response predictor technology.",Biological Product (except Diagnostic) Manufacturing ,United States,MA,Boston,CIK_0001860657,allarity.com,3.96626,0,0,,-15.406,-15.436,6.09,15.436,-13.017,1.399,0,0,0.904,4.387,0,0.029,13.875,6.347,0,1.167,7.912,15.744,0.343,17.254,-3.379,13.875,,-,-,-,-,-,-,-,-,0.100828829,0,0,0.065153153,0.31618018,0,0.00209009,1,0.457441441,0,0.084108108,0.570234234,1.134702703,0.024720721,1.243531532,-0.243531532,1
BNGO,"Bionano Genomics, Inc.",USD,3841,-,"Bionano Genomics, Inc. provides genome analysis software that enables genomics labs to analyze and interpret data across a range of platforms to generate informative data visualizations for streamlined and simple reporting of causal variants.","Small Arms, Ordnance, and Ordnance Accessories Manufacturing ",United States,CA,San Diego,CIK_0001411690,bionano.com,19.96824,33.61,24.677,,-133.269,-146.132,-0.153,179.742,-227.279,34.568,8.669,26.429,0,104.537,0,30.991,181.904,15.369,0,0,12.124,40.194,15.031,62.905,118.999,181.904,,1,0.734216007,0.265783993,-3.965159179,-4.347872657,-0.004552217,5.347872657,-6.76224338,0.190034304,0.047657006,0.145290923,0,0.57468225,0,0.170370085,1,0.084489621,0,0,0.066650541,0.220962706,0.082631498,0.345814276,0.654185724,1
VERA,"Vera Therapeutics, Inc.",USD,2836,-,"Vera Therapeutics, Inc., a clinical stage biotechnology company, focuses on developing and commercializing treatments for patients with serious immunological diseases.",Biological Product (except Diagnostic) Manufacturing ,United States,CA,Brisbane,CIK_0001831828,veratx.com,552.96169,0,0,,0,-108.565,2.317,108.565,-102.774,27.441,0,0,1.922,171.62,0,3.515,175.618,12.3,0,25.042,0,24.621,0.286,51.911,123.707,175.618,,-,-,-,-,-,-,-,-,0.156253915,0,0,0.010944208,0.97723468,0,0.020015033,1,0.070038379,0,0.142593584,0,0.140196335,0.001628535,0.295590429,0.704409571,1
ZEUS,"Olympic Steel, Inc.",USD,5051,-,"Olympic Steel, Inc. processes, distributes, and stores metal products in the United States and internationally.",Metal Service Centers and Other Metal Merchant Wholesalers ,United States,OH,Highland Hills,CIK_0000917470,www.olysteel.com,961.74255,2158.163,1682.563,,109.714,83.271,-0.078,2074.892,44.529,9.091,223.317,392.354,0.53,641.9,0,207.763,992.806,127.671,0,196.527,5.407,186.372,31.459,443.485,549.321,992.806,,1,0.779627396,0.220372604,0.050836753,0.038584203,-3.61418E-05,0.961415797,0.020632825,0.009156875,0.224935184,0.395197048,0.00053384,0.64655129,0,0.209268477,1,0.12859612,0,0.19795106,0.00544618,0.187722475,0.031686956,0.446698549,0.553301451,1
KITT,"Nauticus Robotics, Inc.",USD,7359,-,"Nauticus Robotics, Inc. develops and provides ocean robots, software, and services to the ocean industry.",Consumer Electronics and Appliances Rental,United States,TX,Webster,"CIK_0001736299,CIK_0001849820",nauticusrobotics.com,59.31369,8.77057,9.46615,,-20.68077,-21.31447,16.6674,30.08504,-19.36713,6.77153,1.02411,13.96039,0.98487,27.86676,0,28.36624,56.33784,5.71295,0,29.92512,0.152,12.95607,14.50345,59.01416,-2.67631,56.33784,,1,1.079308414,-0.079308414,-2.357973313,-2.430226314,1.900378197,3.430226314,-2.208195134,0.120195059,0.018178013,0.24779775,0.017481501,0.494636642,0,0.503502442,1,0.101405201,0,0.531172654,0.002698009,0.229971011,0.257437097,1.047504839,-0.047504661,1
WMG,Warner Music Group Corp.,USD,3652,-,"Warner Music Group Corp. operates as a music entertainment company in the United States, the United Kingdom, Germany, and internationally.",Manufacturing and Reproducing Magnetic and Optical Media ,United States,NY,New York,CIK_0001319161,www.wmg.com,22207.49111,6297,3296,,1271,942,-67,5355,467,641,1120,126,413,2402,0,703,8545,300,0,3964,428,3539,357,8115,430,8545,,1,0.523423853,0.476576147,0.201842147,0.149595045,-0.010639987,0.850404955,0.0741623,0.075014628,0.131070802,0.014745465,0.048332358,0.281100059,0,0.082270334,1,0.03510825,0,0.463897016,0.050087771,0.414160328,0.041778818,0.949678174,0.050321826,1
TACO,"Del Taco Restaurants, Inc.",USD,5812,-,"Del Taco Restaurants, Inc. operates as a restaurant in the United States.",Theater Companies and Dinner Theaters ,United States,CA,Lake Forest,CIK_0001585583,www.deltaco.com,0,527.355,424.379,,51.497,27.094,0,500.261,5.721,5.078,4.43,3.091,0,15.564,0,379.298,727.856,20.013,0,106.617,12.992,95.447,76.564,518.136,209.72,727.856,,1,0.804731158,0.195268842,0.097651487,0.051377156,0,0.948622844,0.01084848,0.006976655,0.006086369,0.004246719,0,0.021383351,0,0.521116814,1,0.027495823,0,0.146480897,0.017849685,0.131134455,0.105191137,0.711866083,0.288133917,1
GP,GreenPower Motor Company Inc.,USD,4812,-,Grameenphone Ltd. provides mobile telecommunication and digital services in Bangladesh.,Wireless Telecommunications Carriers (except Satellite),Bangladesh,0,Dhaka,0,www.grameenphone.com,433796.9833,155987.144,22115.28065,,68222.62036,64443.77636,-10697.648,91543.36765,30916.678,12493.094,6920.835,859.97,0,22779.202,0,147211.481,201209.476,12796.246,0,0,53059.052,95528.813,3234.233,140620.238,60589.238,201209.476,,1,0.141776303,0.858223697,0.437360532,0.413135177,-0.068580318,0.586864823,0.198200167,0.062089988,0.034396168,0.004274003,0,0.113211378,0,0.731632943,1,0.063596637,0,0,0.263700562,0.474772933,0.01607396,0.698874828,0.301125172,1
NCNA,NuCana plc,USD,2836,-,"NuCana plc, a clinical-stage biopharmaceutical company, engages in the development of medicines to treat patients with cancer.",Biological Product (except Diagnostic) Manufacturing ,United Kingdom,0,Edinburgh,CIK_0001709626,www.nucana.com,-5.70543,0,0,,-37.507,-37.682,0,37.682,-35.176,17.803,0,0,0,30.645,0,0.612,33.967,5.174,0,0,0,11.913,0.058,12.193,21.774,33.967,,-,-,-,-,-,-,-,-,0.524126358,0,0,0,0.902199193,0,0.018017488,1,0.152324315,0,0,0,0.35072276,0.00170754,0.358966055,0.641033945,1
KDNY,"Chinook Therapeutics, Inc.",USD,2836,-,,Biological Product (except Diagnostic) Manufacturing ,United States,WA,Seattle,"CIK_0001435049,CIK_0001768185",www.chinooktx.com,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AFBI,"Affinity Bancshares, Inc.",USD,6035,-,"Affinity Bancshares, Inc. operates as the holding company for Affinity Bank that engages in the provision of various banking products and services in Georgia.",Savings Institutions and Other Depository Credit Intermediation ,United States,GA,Covington,CIK_0001823406,myaffinitybank.com,0,29.706,0,,-,8.388,0,21.318,6.448,61.503,0,2.901,1.9,66.304,0,3.872,855.431,709.045,0,20,0,716.955,0,736.955,118.476,855.431,,1,0,1,-,0.282367199,0,0.717632801,0.217060526,0.07189709,0,0.003391273,0.002221103,0.077509466,0,0.004526373,1,0.828874567,0,0.023380027,0,0.838121368,0,0.861501395,0.138498605,1
XEL,Xcel Energy Inc.,USD,4931,-,"Xcel Energy Inc., through its subsidiaries, generates, purchases, transmits, distributes, and sells electricity.",Hydroelectric Power Generation ,United States,MN,Minneapolis,CIK_0000072903,www.xcelenergy.com,60713.94831,14206,8272,,5180,2613,139,11593,1771,594,1951,688,800,4402,0,51420,62870,1445,0,24910,2056,5073,14586,45561,17309,62870,,1,0.582289174,0.417710826,0.364634661,0.183936365,0.009784598,0.816063635,0.124665634,0.009448067,0.031032289,0.010943216,0.01272467,0.070017496,0,0.817878161,1,0.022983935,0,0.396214411,0.032702402,0.080690313,0.232002545,0.72468586,0.27531414,1
FLJ,FLJ Group Limited,USD,6513,-,FLJ Group Limited operates a long-term apartment rental platform in the People’s Republic of China.,Lessors of Residential Buildings and Dwellings ,China,0,Shanghai,"CIK_0001769256,CIK_0001788016",www.qk365.com,91.95251,0,0,,1.667,-25.732,0,25.732,-71.313,2.276,2.301,0,31.141,87.18,0,417.898,515.399,156.794,0,0,390.666,935.218,0,1124.119,-608.72,515.399,,-,-,-,-,-,-,-,-,0.004415996,0.004464502,0,0.060421149,0.169150503,0,0.810824235,1,0.304218673,0,0,0.757987501,1.814551445,0,2.181065543,-1.181065543,1
PBLA,"Panbela Therapeutics, Inc.",USD,2836,-,"Panbela Therapeutics, Inc., a clinical-stage biopharmaceutical company, together with its subsidiaries, develops disruptive therapeutics for the treatment of patients with cancer.",Biological Product (except Diagnostic) Manufacturing ,United States,MN,Waconia,"CIK_0001544125,CIK_0001029125",www.panbela.com,10.55217,0,0,,0,-23.784,0,23.784,-23.524,0.907,0,0,0,1.886,0,0,10.628,6.612,0,4.194,0,8.917,0,13.111,-2.483,10.628,,-,-,-,-,-,-,-,-,0.08534061,0,0,0,0.177455777,0,0,1,0.622130222,0,0.39461799,0,0.839010162,0,1.233628152,-0.233628152,1
PATK,"Patrick Industries, Inc.",USD,3714,-,"Patrick Industries, Inc. manufactures and distributes components, building products, and materials for the recreational vehicle, marine, manufactured housing, and industrial markets in the United States, Mexico, China, and Canada.",Motor Vehicle Body Manufacturing ,United States,IN,Elkhart,CIK_0000076605,www.patrickind.com,3490.34242,3468.045,2685.812,,404.743,260.2,0,3207.845,142.897,16.45,240.85,517.657,0,811.253,0,528.394,2655.943,148.239,0,1104.618,7.583,335.814,57.977,1624.64,1031.303,2655.943,,1,0.774445545,0.225554455,0.116706386,0.075027862,0,0.924972138,0.041203906,0.006193657,0.090683422,0.194905162,0,0.305448197,0,0.198947794,1,0.055814074,0,0.415904257,0.002855106,0.126438707,0.021829158,0.611699875,0.388300125,1
LI,Li Auto Inc.,USD,3711,-,"Li Auto Inc., through its subsidiaries, designs, develops, manufactures, and sells new energy vehicles in the People’s Republic of China.",Automobile and Light Duty Motor Vehicle Manufacturing ,China,0,Beijing,CIK_0001791706,www.lixiang.com,27148.29216,99769.109,78492.91,,5923.46,4236.832,784.519,95532.277,6302.99,72992.984,86.764,6026.648,4199.803,97734.63,0,18089.599,120135.627,40561.033,0,1594.12,1254.873,57747.985,4248.796,66185.699,53949.928,120135.627,,1,0.786745625,0.213254375,0.059371684,0.042466371,0.007863346,0.957533629,0.063175767,0.607588155,0.000722217,0.050165369,0.034958847,0.813535772,0,0.150576473,1,0.337627014,0,0.013269336,0.010445469,0.480689921,0.035366661,0.550924823,0.449075177,1
AMBA,"Ambarella, Inc.",USD,3674,-,"Ambarella, Inc. develops semiconductor solutions that enable high-definition (HD) and ultra HD compression, image processing, and deep neural network processing worldwide.",Semiconductor and Related Device Manufacturing ,United States,CA,Santa Clara,CIK_0001280263,www.ambarella.com,2250.33739,258.179,102.57,,-120.896,-136.286,3.372,394.465,-119.915,143.787,22.968,30.783,0.007,279.822,0,16.677,684.629,9.298,0,0,13.453,75.829,14.696,92.841,591.788,684.629,,1,0.397282506,0.602717494,-0.468264266,-0.527874072,0.013060706,1.527874072,-0.464464577,0.210021778,0.033548097,0.044963038,1.02245E-05,0.408720636,0,0.024359178,1,0.013581078,0,0,0.019650059,0.110759258,0.021465641,0.135607753,0.864392247,1
FWBI,"First Wave BioPharma, Inc.",USD,2836,-,"First Wave BioPharma, Inc., a clinical-stage biopharmaceutical company, engages in the research and development of targeted and non-systemic therapies for the treatment of patients with gastrointestinal diseases.",Biological Product (except Diagnostic) Manufacturing ,United States,FL,Boca Raton,CIK_0001604191,www.firstwavebio.com,-0.22605,0,0,,-13.9276,-13.95688,0.00283,13.95688,-15.68003,3.29233,0,0,0,3.9766,0,0.23372,5.92727,0.57929,0,0,1.00334,2.48249,0,2.64846,3.27881,5.92727,,-,-,-,-,-,-,-,-,0.555454703,0,0,0,0.670899082,0,0.039431306,1,0.09773302,0,0,0.169275231,0.418825193,0,0.446826279,0.553173721,1
BCEL,"Atreca, Inc.",USD,2836,-,"Atreca, Inc., a clinical-stage biopharmaceutical company, discovers and develops antibody-based immunotherapeutics to treat a range of solid tumor types.",Biological Product (except Diagnostic) Manufacturing ,United States,CA,South San Francisco,CIK_0001532346,www.atreca.com,-14.87662,0,0,,-76.419,-81.277,0.263,81.277,-97.756,13.47,0,0,2.179,24.693,0,1.614,26.342,4.062,0,0,2.563,15.583,0,15.583,10.759,26.342,,-,-,-,-,-,-,-,-,0.511350695,0,0,0.082719611,0.937400349,0,0.061270974,1,0.154202414,0,0,0.097297092,0.591564801,0,0.591564801,0.408435199,1
FTNT,"Fortinet, Inc.",USD,3577,-,"Fortinet, Inc. provides cybersecurity and networking solutions worldwide.",Commercial and Service Industry Machinery Manufacturing ,United States,CA,Sunnyvale,CIK_0001262039,www.fortinet.com,42833.34906,5304.8,1237.2,,1349.9,1236.5,-6.1,4068.3,1147.8,2186.8,1013.8,467.5,0,4752.7,0,1038,7479.3,253.9,0,991.8,2867.4,3649,2699.8,7405.2,74.1,7479.3,,1,0.233222742,0.766777258,0.254467652,0.233090786,-0.001149902,0.766909214,0.21637008,0.292380303,0.135547444,0.062505849,0,0.635447168,0,0.138783041,1,0.033947027,0,0.132605993,0.383378124,0.487879882,0.360969609,0.990092656,0.009907344,1
HA,"Hawaiian Holdings, Inc.",USD,4512,-,"Hawaiian Holdings, Inc., through its subsidiary, Hawaiian Airlines, Inc., engages in the scheduled air transportation of passengers and cargo.",Scheduled Passenger Air Transportation ,United States,HI,Honolulu,"CIK_0000046205,CIK_0001172222",www.hawaiianairlines.com,1645.90087,2716.284,2571.199,,-193.819,-312.134,-1.308,3028.418,-260.494,110.671,97.283,53.817,17.25,1395.969,0,2393.262,3923.26,198.007,0,1534.877,699.085,1210.66,624.55,3744.502,178.758,3923.26,,1,0.946586955,0.053413045,-0.071354468,-0.114912137,-0.00048154,1.114912137,-0.09590087,0.028208938,0.02479647,0.013717419,0.004396854,0.35581863,0,0.610018709,1,0.050470017,0,0.3912249,0.178189822,0.308585207,0.159191591,0.954436362,0.045563638,1
LOAN,"Manhattan Bridge Capital, Inc.",USD,6798,-,"Manhattan Bridge Capital, Inc., a real estate finance company, originates, services, and manages a portfolio of first mortgage loans in the United States.",Other Financial Vehicles ,United States,NY,Great Neck,CIK_0001080340,www.manhattanbridgecapital.com,0,6.98909,0,,-,5.28853,0.03388,1.70056,5.32176,0.13315,70.78104,0,0,72.26356,0,0.22108,72.61543,0.23619,0,27.24225,1.95905,2.19523,0,29.67146,42.94397,72.61543,,1,0,1,-,0.756683631,0.004847555,0.243316369,0.761438184,0.001833632,0.974738289,0,0,0.995154336,0,0.003044532,1,0.003252614,0,0.375157869,0.026978426,0.030230903,0,0.408610952,0.591389048,1
VRDN,"Viridian Therapeutics, Inc.",USD,2836,-,"Viridian Therapeutics, Inc., a biotechnology company, discover and develops treatments for serious and rare diseases.",Biological Product (except Diagnostic) Manufacturing ,United States,MA,Waltham,"CIK_0001590750,CIK_0001417827",www.viridiantherapeutics.com,989.33893,0.347,160.525,,-231.57,-232.038,0,232.385,-216.659,111.597,0.102,0,0,323.839,0,3.655,328.757,3.735,0,20,0.388,23.247,0.645,45.181,283.576,328.757,,1,462.6080692,-461.6080692,-667.3487032,-668.6974063,0,669.6974063,-624.3775216,0.339451327,0.00031026,0,0,0.985040623,0,0.011117634,1,0.011360975,0,0.060835207,0.001180203,0.070711802,0.001961935,0.137429773,0.862570227,1
SGRP,"SPAR Group, Inc.",USD,7389,-,"SPAR Group, Inc., together with its subsidiaries, provides merchandising and brand marketing services worldwide.",Tobacco Manufacturing ,United States,MI,Auburn Hills,CIK_0001004989,www.sparinc.com,56.07537,262.291,208.291,,10.712,9.829,0.466,252.462,-0.757,7.96,65.65,0,0,79.773,0,5.117,94.015,10.533,0,0.922,1.771,52.246,0,54.245,39.77,94.015,,1,0.794121796,0.205878204,0.040840136,0.037473646,0.001776653,0.962526354,-0.002886107,0.08466734,0.698292826,0,0,0.848513535,0,0.054427485,1,0.112035314,0,0.009806946,0.01883742,0.555719832,0,0.576982396,0.423017604,1
TAYD,"Taylor Devices, Inc.",USD,3569,-,"Taylor Devices, Inc. engages in design, development, manufacture, and marketing of shock absorption, rate control, and energy storage devices for use in machinery, equipment, and structures in the United States, Asia, and internationally.",All Other Miscellaneous Textile Product Mills ,United States,NY,North Tonawanda,CIK_0000096536,www.taylordevices.com,47.22587,40.87479,23.47336,,9.59527,7.84744,0.56439,33.02736,7.55469,2.88946,8.79272,6.83031,0.43902,46.76425,0,11.69396,60.27071,1.05146,0,0,5.18094,8.32724,0,8.32724,51.94348,60.27071,,1,0.574274755,0.425725245,0.234747873,0.191987286,0.013807777,0.808012959,0.18482517,0.047941363,0.145887115,0.113327187,0.007284135,0.77590342,0,0.19402393,1,0.017445622,0,0,0.085961158,0.138163961,0,0.138163961,0.861836205,1
HMPT,Home Point Capital Inc.,USD,6162,-,"Home Point Capital Inc., together with its subsidiaries, operates as a residential mortgage originator and service provider.",Real Estate Credit ,United States,MI,Ann Arbor,CIK_0001830197,www.homepointfinancial.com,0,86.775,72.833,,-255.199,-267.472,0,354.247,-309.074,99.959,53.328,0,571.87,824.95,0,6.467,2113.15,50.262,0,1207.336,4.236,241.468,193.793,1642.597,470.553,2113.15,,1,0.839331605,0.160668395,-2.940927687,-3.082362432,0,4.082362432,-3.561786229,0.047303315,0.025236259,0,0.270624423,0.390388756,0,0.00306036,1,0.023785344,0,0.571344202,0.00200459,0.114269219,0.091708113,0.777321534,0.222678466,1
NMTR,"9 Meters Biopharma, Inc.",USD,2836,-,,Biological Product (except Diagnostic) Manufacturing ,United States,NC,Raleigh,"CIK_0001551986,CIK_0001666690",www.9meters.com,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
CCEP,Coca-Cola Europacific Partners PLC,USD,2086,-,"Coca-Cola Europacific Partners PLC, together with its subsidiaries, produces, distributes, and sells a range of non-alcoholic ready to drink beverages.",Soft Drink Manufacturing ,United Kingdom,0,Uxbridge,CIK_0001650107,www.cocacolaep.com,37646.18298,18302,11576,,3048,2256,-16,16046,1669,1112,3018,1714,702,7458,0,5077,29795,5849,0,9037,484,8766,3710,22035,7760,29795,,1,0.63249918,0.36750082,0.166539176,0.123265217,-0.000874221,0.876734783,0.091192219,0.037321698,0.101292163,0.057526431,0.023561,0.250310455,0,0.170397718,1,0.196308105,0,0.303305924,0.016244336,0.294210438,0.124517536,0.739553616,0.260446384,1
OPTN,"OptiNose, Inc.",USD,2834,-,"OptiNose, Inc., a specialty pharmaceutical company, focuses on the development and commercialization of products for patients treated by ear, nose, throat, and allergy specialists in the United States.",Pharmaceutical Preparation Manufacturing ,United States,PA,Yardley,CIK_0001494650,www.optinose.com,209.72246,71.978,9.483,,-28.178,-28.592,4.583,100.57,-40.665,66.845,21.373,8.043,0,98.62,0,0.882,101.407,5.006,0,0,0,163.981,14.3,179.022,-77.615,101.407,,1,0.13174859,0.86825141,-0.39148073,-0.397232488,0.063672233,1.397232488,-0.564964295,0.659175402,0.210764543,0.079314051,0,0.97251669,0,0.008697624,1,0.049365428,0,0,0,1.617057994,0.141015906,1.765381088,-0.765381088,1
