NAICS,LineItems,Value,Percent,ReportID,Industry
325412,Gross Profit,6562139.211,48%,Income Statement,Pharmaceutical Preparation Manufacturing
325412,Operating Expenses,4649901.579,34%,Income Statement,Pharmaceutical Preparation Manufacturing
325412,Operating Profit,1912237.632,14%,Income Statement,Pharmaceutical Preparation Manufacturing
325412,Other Expenses,192599.4737,1%,Income Statement,Pharmaceutical Preparation Manufacturing
325412,Profit Before Taxes,1705881.053,12%,Income Statement,Pharmaceutical Preparation Manufacturing
325412,EBITDA,2448764.737,18%,Income Statement,Pharmaceutical Preparation Manufacturing
325510,Revenue,4029300,100%,Income Statement,Paint and Coating Manufacturing
325510,COGS,2320876.8,58%,Income Statement,Paint and Coating Manufacturing
325510,Gross Profit,1708423.2,42%,Income Statement,Paint and Coating Manufacturing
325510,Operating Expenses,1257141.6,31%,Income Statement,Paint and Coating Manufacturing
325510,Operating Profit,451281.6,11%,Income Statement,Paint and Coating Manufacturing
325510,Other Expenses,56410.2,1%,Income Statement,Paint and Coating Manufacturing
325510,Profit Before Taxes,394871.4,10%,Income Statement,Paint and Coating Manufacturing
325510,EBITDA,556043.4,14%,Income Statement,Paint and Coating Manufacturing
325520,Revenue,15755857.14,100%,Income Statement,Adhesive Manufacturing
325520,COGS,10272818.86,65%,Income Statement,Adhesive Manufacturing
325520,Gross Profit,5483038.286,35%,Income Statement,Adhesive Manufacturing
325520,Operating Expenses,4112278.714,26%,Income Statement,Adhesive Manufacturing
325520,Operating Profit,1355003.714,9%,Income Statement,Adhesive Manufacturing
325520,Other Expenses,-78779.28571,-1%,Income Statement,Adhesive Manufacturing
325520,Profit Before Taxes,1433783,9%,Income Statement,Adhesive Manufacturing
325520,EBITDA,1748900.143,11%,Income Statement,Adhesive Manufacturing
325611,Revenue,13352000,100%,Income Statement,Soap and Other Detergent Manufacturing
325611,COGS,6862928,51%,Income Statement,Soap and Other Detergent Manufacturing
325611,Gross Profit,6489072,49%,Income Statement,Soap and Other Detergent Manufacturing
325611,Operating Expenses,6141920,46%,Income Statement,Soap and Other Detergent Manufacturing
325611,Operating Profit,347152,3%,Income Statement,Soap and Other Detergent Manufacturing
325611,Other Expenses,307096,2%,Income Statement,Soap and Other Detergent Manufacturing
325611,Profit Before Taxes,26704,0%,Income Statement,Soap and Other Detergent Manufacturing
325611,EBITDA,320448,2%,Income Statement,Soap and Other Detergent Manufacturing
325612,Revenue,37262400,100%,Income Statement,Polish and Other Sanitation Good Manufacturing
325612,COGS,23996985.6,64%,Income Statement,Polish and Other Sanitation Good Manufacturing
325612,Gross Profit,13265414.4,36%,Income Statement,Polish and Other Sanitation Good Manufacturing
325612,Operating Expenses,11066932.8,30%,Income Statement,Polish and Other Sanitation Good Manufacturing
325612,Operating Profit,2198481.6,6%,Income Statement,Polish and Other Sanitation Good Manufacturing
325612,Other Expenses,37262.4,0%,Income Statement,Polish and Other Sanitation Good Manufacturing
325612,Profit Before Taxes,2123956.8,6%,Income Statement,Polish and Other Sanitation Good Manufacturing
325612,EBITDA,3316353.6,9%,Income Statement,Polish and Other Sanitation Good Manufacturing
325620,Revenue,41228869.57,100%,Income Statement,Toilet Preparation Manufacturing
325620,COGS,22139902.96,54%,Income Statement,Toilet Preparation Manufacturing
325620,Gross Profit,19088966.61,46%,Income Statement,Toilet Preparation Manufacturing
325620,Operating Expenses,16862607.65,41%,Income Statement,Toilet Preparation Manufacturing
325620,Operating Profit,2226358.957,5%,Income Statement,Toilet Preparation Manufacturing
325620,Other Expenses,-41228.86957,0%,Income Statement,Toilet Preparation Manufacturing
325620,Profit Before Taxes,2226358.957,5%,Income Statement,Toilet Preparation Manufacturing
325620,EBITDA,3834284.87,9%,Income Statement,Toilet Preparation Manufacturing
325998,Revenue,13711160,100%,Income Statement,All Other Miscellaneous Chemical Product and Preparation Manufacturing
325998,COGS,8103295.56,59%,Income Statement,All Other Miscellaneous Chemical Product and Preparation Manufacturing
325998,Gross Profit,5607864.44,41%,Income Statement,All Other Miscellaneous Chemical Product and Preparation Manufacturing
325998,Operating Expenses,4716639.04,34%,Income Statement,All Other Miscellaneous Chemical Product and Preparation Manufacturing
325998,Operating Profit,891225.4,7%,Income Statement,All Other Miscellaneous Chemical Product and Preparation Manufacturing
325998,Other Expenses,0,0%,Income Statement,All Other Miscellaneous Chemical Product and Preparation Manufacturing
325998,Profit Before Taxes,891225.4,7%,Income Statement,All Other Miscellaneous Chemical Product and Preparation Manufacturing
325998,EBITDA,1288849.04,9%,Income Statement,All Other Miscellaneous Chemical Product and Preparation Manufacturing
326111,Revenue,12854500,100%,Income Statement,Plastics Bag and Pouch Manufacturing
326111,COGS,7879808.5,61%,Income Statement,Plastics Bag and Pouch Manufacturing
326111,Gross Profit,4974691.5,39%,Income Statement,Plastics Bag and Pouch Manufacturing
326111,Operating Expenses,3830641,30%,Income Statement,Plastics Bag and Pouch Manufacturing
326111,Operating Profit,1144050.5,9%,Income Statement,Plastics Bag and Pouch Manufacturing
326111,Other Expenses,-25709,0%,Income Statement,Plastics Bag and Pouch Manufacturing
326111,Profit Before Taxes,1169759.5,9%,Income Statement,Plastics Bag and Pouch Manufacturing
326111,EBITDA,1593958,12%,Income Statement,Plastics Bag and Pouch Manufacturing
326112,Revenue,36804733.33,100%,Income Statement,Plastics Packaging Film and Sheet (including Laminated) Manufacturing
326112,COGS,28376449.4,77%,Income Statement,Plastics Packaging Film and Sheet (including Laminated) Manufacturing
326112,Gross Profit,8428283.933,23%,Income Statement,Plastics Packaging Film and Sheet (including Laminated) Manufacturing
326112,Operating Expenses,6404023.6,17%,Income Statement,Plastics Packaging Film and Sheet (including Laminated) Manufacturing
326112,Operating Profit,1987455.6,5%,Income Statement,Plastics Packaging Film and Sheet (including Laminated) Manufacturing
326112,Other Expenses,441656.8,1%,Income Statement,Plastics Packaging Film and Sheet (including Laminated) Manufacturing
326112,Profit Before Taxes,1545798.8,4%,Income Statement,Plastics Packaging Film and Sheet (including Laminated) Manufacturing
326112,EBITDA,2981183.4,8%,Income Statement,Plastics Packaging Film and Sheet (including Laminated) Manufacturing
326140,Revenue,159411333.3,100%,Income Statement,Polystyrene Foam Product Manufacturing
326140,COGS,113182046.7,71%,Income Statement,Polystyrene Foam Product Manufacturing
326140,Gross Profit,46229286.67,29%,Income Statement,Polystyrene Foam Product Manufacturing
326140,Operating Expenses,29491096.67,19%,Income Statement,Polystyrene Foam Product Manufacturing
326140,Operating Profit,16738190,11%,Income Statement,Polystyrene Foam Product Manufacturing
326140,Other Expenses,3985283.333,3%,Income Statement,Polystyrene Foam Product Manufacturing
326140,Profit Before Taxes,12593495.33,8%,Income Statement,Polystyrene Foam Product Manufacturing
326140,EBITDA,22476998,14%,Income Statement,Polystyrene Foam Product Manufacturing
326199,Revenue,3666105.263,100%,Income Statement,All Other Plastics Product Manufacturing
326199,COGS,2291315.789,63%,Income Statement,All Other Plastics Product Manufacturing
326199,Gross Profit,1374789.474,38%,Income Statement,All Other Plastics Product Manufacturing
326199,Operating Expenses,1283136.842,35%,Income Statement,All Other Plastics Product Manufacturing
326199,Operating Profit,95318.73684,3%,Income Statement,All Other Plastics Product Manufacturing
326199,Other Expenses,18330.52632,1%,Income Statement,All Other Plastics Product Manufacturing
326199,Profit Before Taxes,76988.21053,2%,Income Statement,All Other Plastics Product Manufacturing
326199,EBITDA,388607.1579,11%,Income Statement,All Other Plastics Product Manufacturing
326220,Revenue,123043181.8,100%,Income Statement,Rubber and Plastics Hoses and Belting Manufacturing
326220,COGS,87729788.64,71%,Income Statement,Rubber and Plastics Hoses and Belting Manufacturing
326220,Gross Profit,35313393.18,29%,Income Statement,Rubber and Plastics Hoses and Belting Manufacturing
326220,Operating Expenses,24116463.64,20%,Income Statement,Rubber and Plastics Hoses and Belting Manufacturing
326220,Operating Profit,11196929.55,9%,Income Statement,Rubber and Plastics Hoses and Belting Manufacturing
326220,Other Expenses,123043.1818,0%,Income Statement,Rubber and Plastics Hoses and Belting Manufacturing
326220,Profit Before Taxes,11073886.36,9%,Income Statement,Rubber and Plastics Hoses and Belting Manufacturing
326220,EBITDA,12181275,10%,Income Statement,Rubber and Plastics Hoses and Belting Manufacturing
326299,Revenue,10834357.14,100%,Income Statement,All Other Rubber Product Manufacturing
326299,COGS,6858148.071,63%,Income Statement,All Other Rubber Product Manufacturing
326299,Gross Profit,3976209.071,37%,Income Statement,All Other Rubber Product Manufacturing
326299,Operating Expenses,3055288.714,28%,Income Statement,All Other Rubber Product Manufacturing
326299,Operating Profit,920920.3571,9%,Income Statement,All Other Rubber Product Manufacturing
326299,Other Expenses,140846.6429,1%,Income Statement,All Other Rubber Product Manufacturing
326299,Profit Before Taxes,790908.0714,7%,Income Statement,All Other Rubber Product Manufacturing
326299,EBITDA,1050932.643,10%,Income Statement,All Other Rubber Product Manufacturing
327215,Revenue,10435875,100%,Income Statement,Glass Product Manufacturing Made of Purchased Glass
327215,COGS,6178038,59%,Income Statement,Glass Product Manufacturing Made of Purchased Glass
327215,Gross Profit,4257837,41%,Income Statement,Glass Product Manufacturing Made of Purchased Glass
327215,Operating Expenses,3141198.375,30%,Income Statement,Glass Product Manufacturing Made of Purchased Glass
327215,Operating Profit,1116638.625,11%,Income Statement,Glass Product Manufacturing Made of Purchased Glass
327215,Other Expenses,52179.375,1%,Income Statement,Glass Product Manufacturing Made of Purchased Glass
327215,Profit Before Taxes,1064459.25,10%,Income Statement,Glass Product Manufacturing Made of Purchased Glass
327215,EBITDA,1346227.875,13%,Income Statement,Glass Product Manufacturing Made of Purchased Glass
327320,Revenue,10152107.14,100%,Income Statement,Ready-Mix Concrete Manufacturing
327320,COGS,6405979.607,63%,Income Statement,Ready-Mix Concrete Manufacturing
327320,Gross Profit,3746127.536,37%,Income Statement,Ready-Mix Concrete Manufacturing
327320,Operating Expenses,2923806.857,29%,Income Statement,Ready-Mix Concrete Manufacturing
327320,Operating Profit,822320.6786,8%,Income Statement,Ready-Mix Concrete Manufacturing
327320,Other Expenses,-40608.42857,0%,Income Statement,Ready-Mix Concrete Manufacturing
327320,Profit Before Taxes,852777,8%,Income Statement,Ready-Mix Concrete Manufacturing
327320,EBITDA,1329926.036,13%,Income Statement,Ready-Mix Concrete Manufacturing
327331,Revenue,9944400,100%,Income Statement,Concrete Block and Brick Manufacturing
327331,COGS,5200921.2,52%,Income Statement,Concrete Block and Brick Manufacturing
327331,Gross Profit,4743478.8,48%,Income Statement,Concrete Block and Brick Manufacturing
327331,Operating Expenses,3132486,32%,Income Statement,Concrete Block and Brick Manufacturing
327331,Operating Profit,1610992.8,16%,Income Statement,Concrete Block and Brick Manufacturing
327331,Other Expenses,129277.2,1%,Income Statement,Concrete Block and Brick Manufacturing
327331,Profit Before Taxes,1481715.6,15%,Income Statement,Concrete Block and Brick Manufacturing
327331,EBITDA,2147990.4,22%,Income Statement,Concrete Block and Brick Manufacturing
327390,Revenue,10676103.45,100%,Income Statement,Other Concrete Product Manufacturing
327390,COGS,6693916.862,63%,Income Statement,Other Concrete Product Manufacturing
327390,Gross Profit,3982186.586,37%,Income Statement,Other Concrete Product Manufacturing
327390,Operating Expenses,2594293.138,24%,Income Statement,Other Concrete Product Manufacturing
327390,Operating Profit,1387893.448,13%,Income Statement,Other Concrete Product Manufacturing
327390,Other Expenses,32028.31034,0%,Income Statement,Other Concrete Product Manufacturing
327390,Profit Before Taxes,1355865.138,13%,Income Statement,Other Concrete Product Manufacturing
327390,EBITDA,1697500.448,16%,Income Statement,Other Concrete Product Manufacturing
327991,Revenue,3680600,100%,Income Statement,Cut Stone and Stone Product Manufacturing
327991,COGS,1799813.4,49%,Income Statement,Cut Stone and Stone Product Manufacturing
327991,Gross Profit,1880786.6,51%,Income Statement,Cut Stone and Stone Product Manufacturing
327991,Operating Expenses,1490643,41%,Income Statement,Cut Stone and Stone Product Manufacturing
327991,Operating Profit,390143.6,11%,Income Statement,Cut Stone and Stone Product Manufacturing
327991,Other Expenses,22083.6,1%,Income Statement,Cut Stone and Stone Product Manufacturing
327991,Profit Before Taxes,368060,10%,Income Statement,Cut Stone and Stone Product Manufacturing
327991,EBITDA,500561.6,14%,Income Statement,Cut Stone and Stone Product Manufacturing
331110,Revenue,10404444.44,100%,Income Statement,Iron and Steel Mills and Ferroalloy Manufacturing
331110,COGS,6960573.333,67%,Income Statement,Iron and Steel Mills and Ferroalloy Manufacturing
331110,Gross Profit,3443871.111,33%,Income Statement,Iron and Steel Mills and Ferroalloy Manufacturing
331110,Operating Expenses,2850817.778,27%,Income Statement,Iron and Steel Mills and Ferroalloy Manufacturing
331110,Operating Profit,593053.3333,6%,Income Statement,Iron and Steel Mills and Ferroalloy Manufacturing
331110,Other Expenses,52022.22222,1%,Income Statement,Iron and Steel Mills and Ferroalloy Manufacturing
331110,Profit Before Taxes,541031.1111,5%,Income Statement,Iron and Steel Mills and Ferroalloy Manufacturing
331110,EBITDA,853164.4444,8%,Income Statement,Iron and Steel Mills and Ferroalloy Manufacturing
331210,Revenue,11749892.86,100%,Income Statement,Iron and Steel Pipe and Tube Manufacturing from Purchased Steel
331210,COGS,8142675.75,69%,Income Statement,Iron and Steel Pipe and Tube Manufacturing from Purchased Steel
