Code,Indicator,Year,Index,% Change
F416,"Per capita fruit and vegetable
consumption",2021,611.94,-1.2
F416,"Per capita fruit and vegetable
consumption",2022,598.7,-2.2
F416,"Per capita fruit and vegetable
consumption",2023,596.64,-0.4
F416,"Per capita fruit and vegetable
consumption",2024,591.21,-0.9
F416,"Per capita fruit and vegetable
consumption",2025,589.12,-0.4
F416,"Per capita fruit and vegetable
consumption",2026,587.16,-0.3
F416,"Per capita fruit and vegetable
consumption",2027,581.98,-0.9
F416,"Per capita fruit and vegetable
consumption",2028,580.11,-0.3
F416,"Per capita fruit and vegetable
consumption",2029,578.15,-0.3
F416,"Per capita fruit and vegetable
consumption",2030,576.12,-0.4
F424,Per capita meat consumption,1980,193.24,0
F424,Per capita meat consumption,1981,193.3,0
F424,Per capita meat consumption,1982,187.78,-2.9
F424,Per capita meat consumption,1983,192.74,2.6
F424,Per capita meat consumption,1984,194.09,0.7
F424,Per capita meat consumption,1985,197.41,1.7
F424,Per capita meat consumption,1986,196.55,-0.4
F424,Per capita meat consumption,1987,196.25,-0.2
F424,Per capita meat consumption,1988,199.25,1.5
F424,Per capita meat consumption,1989,196.88,-1.2
F424,Per capita meat consumption,1990,197.01,0.1
F424,Per capita meat consumption,1991,198.79,0.9
F424,Per capita meat consumption,1992,204.25,2.7
F424,Per capita meat consumption,1993,204.21,0
F424,Per capita meat consumption,1994,207.12,1.4
F424,Per capita meat consumption,1995,205.97,-0.6
F424,Per capita meat consumption,1996,204.4,-0.8
F424,Per capita meat consumption,1997,203.2,-0.6
F424,Per capita meat consumption,1998,208.72,2.7
F424,Per capita meat consumption,1999,214.88,3
F424,Per capita meat consumption,2000,214.25,-0.3
F424,Per capita meat consumption,2001,211.78,-1.2
F424,Per capita meat consumption,2002,218.72,3.3
F424,Per capita meat consumption,2003,217.14,-0.7
F424,Per capita meat consumption,2004,219.68,1.2
F424,Per capita meat consumption,2005,218.93,-0.4
F424,Per capita meat consumption,2006,219.34,0.2
F424,Per capita meat consumption,2007,219.13,-0.1
F424,Per capita meat consumption,2008,213.25,-2.7
F424,Per capita meat consumption,2009,208.02,-2.5
F424,Per capita meat consumption,2010,206.45,-0.8
F424,Per capita meat consumption,2011,202.05,-2.1
F424,Per capita meat consumption,2012,199.86,-1.1
F424,Per capita meat consumption,2013,201.37,0.8
F424,Per capita meat consumption,2014,199.68,-0.8
F424,Per capita meat consumption,2015,209.08,4.7
F424,Per capita meat consumption,2016,212.5,1.6
F424,Per capita meat consumption,2017,215.17,1.3
F424,Per capita meat consumption,2018,217.63,1.1
F424,Per capita meat consumption,2019,222.33,2.2
F424,Per capita meat consumption,2020,223.24,0.4
F424,Per capita meat consumption,2021,222.85,-0.2
F424,Per capita meat consumption,2022,221.7,-0.5
F424,Per capita meat consumption,2023,222.55,0.4
F424,Per capita meat consumption,2024,222.9,0.2
F424,Per capita meat consumption,2025,223.15,0.1
F424,Per capita meat consumption,2026,223.52,0.2
F424,Per capita meat consumption,2027,224.15,0.3
F424,Per capita meat consumption,2028,224.56,0.2
F424,Per capita meat consumption,2029,224.74,0.1
F424,Per capita meat consumption,2030,225.15,0.2
F418,Per capita poultry consumption,1980,57.18,0
F418,Per capita poultry consumption,1981,58.94,3.1
F418,Per capita poultry consumption,1982,59.14,0.3
F418,Per capita poultry consumption,1983,59.74,1
F418,Per capita poultry consumption,1984,61.44,2.8
F418,Per capita poultry consumption,1985,63.6,3.5
F418,Per capita poultry consumption,1986,66.06,3.9
F418,Per capita poultry consumption,1987,70.88,7.3
F418,Per capita poultry consumption,1988,71.94,1.5
F418,Per capita poultry consumption,1989,74,2.9
F418,Per capita poultry consumption,1990,77.58,4.8
F418,Per capita poultry consumption,1991,80.24,3.4
F418,Per capita poultry consumption,1992,83.66,4.3
F418,Per capita poultry consumption,1993,85.98,2.8
F418,Per capita poultry consumption,1994,86.76,0.9
F418,Per capita poultry consumption,1995,85.96,-0.9
F418,Per capita poultry consumption,1996,86.94,1.1
F418,Per capita poultry consumption,1997,87.88,1.1
F418,Per capita poultry consumption,1998,88.86,1.1
F418,Per capita poultry consumption,1999,93.26,5
F418,Per capita poultry consumption,2000,94.08,0.9
F418,Per capita poultry consumption,2001,93.96,-0.1
F418,Per capita poultry consumption,2002,98.16,4.5
F418,Per capita poultry consumption,2003,98.98,0.8
F418,Per capita poultry consumption,2004,101.1,2.1
F418,Per capita poultry consumption,2005,102.6,1.5
F418,Per capita poultry consumption,2006,103.18,0.6
F418,Per capita poultry consumption,2007,102.36,-0.8
F418,Per capita poultry consumption,2008,100.86,-1.5
F418,Per capita poultry consumption,2009,96.38,-4.5
F418,Per capita poultry consumption,2010,98.7,2.4
F418,Per capita poultry consumption,2011,98.82,0.1
F418,Per capita poultry consumption,2012,96.24,-2.6
F418,Per capita poultry consumption,2013,97.82,1.6
F418,Per capita poultry consumption,2014,99.24,1.5
F418,Per capita poultry consumption,2015,104.74,5.5
F418,Per capita poultry consumption,2016,106.2,1.4
F418,Per capita poultry consumption,2017,107.32,1.1
F418,Per capita poultry consumption,2018,108.64,1.2
F418,Per capita poultry consumption,2019,111.12,2.3
F418,Per capita poultry consumption,2020,112.04,0.8
F418,Per capita poultry consumption,2021,112.06,0
F418,Per capita poultry consumption,2022,113.93,1.7
F418,Per capita poultry consumption,2023,116.34,2.1
F418,Per capita poultry consumption,2024,116.88,0.5
F418,Per capita poultry consumption,2025,117.44,0.5
F418,Per capita poultry consumption,2026,117.7,0.2
F418,Per capita poultry consumption,2027,117.98,0.2
F418,Per capita poultry consumption,2028,118.4,0.4
F418,Per capita poultry consumption,2029,118.55,0.1
F418,Per capita poultry consumption,2030,118.69,0.1
F420,Per capita seafood consumption,1980,12.4,0
F420,Per capita seafood consumption,1981,12.6,1.6
F420,Per capita seafood consumption,1982,12.4,-1.6
F420,Per capita seafood consumption,1983,13.3,7.3
F420,Per capita seafood consumption,1984,14.1,6
F420,Per capita seafood consumption,1985,15,6.4
F420,Per capita seafood consumption,1986,15.4,2.7
F420,Per capita seafood consumption,1987,16.1,4.5
F420,Per capita seafood consumption,1988,15.1,-6.2
F420,Per capita seafood consumption,1989,15.6,3.3
F420,Per capita seafood consumption,1990,14.9,-4.5
F420,Per capita seafood consumption,1991,14.8,-0.7
F420,Per capita seafood consumption,1992,14.6,-1.4
F420,Per capita seafood consumption,1993,14.8,1.4
F420,Per capita seafood consumption,1994,15,1.4
F420,Per capita seafood consumption,1995,14.8,-1.3
F420,Per capita seafood consumption,1996,14.5,-2
F420,Per capita seafood consumption,1997,14.3,-1.4
F420,Per capita seafood consumption,1998,14.5,1.4
F420,Per capita seafood consumption,1999,14.8,2.1
F420,Per capita seafood consumption,2000,15.2,2.7
F420,Per capita seafood consumption,2001,14.7,-3.3
F420,Per capita seafood consumption,2002,15.6,6.1
F420,Per capita seafood consumption,2003,16.3,4.5
F420,Per capita seafood consumption,2004,16.5,1.2
F420,Per capita seafood consumption,2005,16.2,-1.8
F420,Per capita seafood consumption,2006,16.5,1.9
F420,Per capita seafood consumption,2007,16.3,-1.2
F420,Per capita seafood consumption,2008,15.9,-2.5
F420,Per capita seafood consumption,2009,15.8,-0.6
F420,Per capita seafood consumption,2010,15.8,0
F420,Per capita seafood consumption,2011,14.9,-5.7
F420,Per capita seafood consumption,2012,14.2,-4.7
F420,Per capita seafood consumption,2013,14.3,0.7
F420,Per capita seafood consumption,2014,14.5,1.4
F420,Per capita seafood consumption,2015,15.5,6.9
F420,Per capita seafood consumption,2016,14.9,-3.9
F420,Per capita seafood consumption,2017,16.1,8.1
F420,Per capita seafood consumption,2018,16.1,0
F420,Per capita seafood consumption,2019,16.13,0.2
F420,Per capita seafood consumption,2020,15.7,-2.7
F420,Per capita seafood consumption,2021,16.98,8.2
F420,Per capita seafood consumption,2022,16.82,-1
F420,Per capita seafood consumption,2023,16.55,-1.6
F420,Per capita seafood consumption,2024,16.53,-0.1
F420,Per capita seafood consumption,2025,16.5,-0.2
F420,Per capita seafood consumption,2026,16.66,1
F420,Per capita seafood consumption,2027,16.7,0.2
F420,Per capita seafood consumption,2028,16.83,0.8
F420,Per capita seafood consumption,2029,16.78,-0.3
F420,Per capita seafood consumption,2030,16.86,0.5
F421,Per capita soft drink consumption,1980,35.06,0
F421,Per capita soft drink consumption,1981,35.35,0.8
F421,Per capita soft drink consumption,1982,35.33,-0.1
F421,Per capita soft drink consumption,1983,35.25,-0.2
F421,Per capita soft drink consumption,1984,35.95,2
F421,Per capita soft drink consumption,1985,35.71,-0.7
F421,Per capita soft drink consumption,1986,35.76,0.1
F421,Per capita soft drink consumption,1987,41.87,17.1
F421,Per capita soft drink consumption,1988,44.66,6.7
F421,Per capita soft drink consumption,1989,45.37,1.6
F421,Per capita soft drink consumption,1990,46.22,1.9
F421,Per capita soft drink consumption,1991,47.77,3.4
F421,Per capita soft drink consumption,1992,48.2,0.9
F421,Per capita soft drink consumption,1993,48.62,0.9
F421,Per capita soft drink consumption,1994,48.41,-0.4
F421,Per capita soft drink consumption,1995,47.42,-2.1
F421,Per capita soft drink consumption,1996,46.64,-1.7
F421,Per capita soft drink consumption,1997,46.81,0.4
F421,Per capita soft drink consumption,1998,47.85,2.2
F421,Per capita soft drink consumption,1999,49.66,3.8
F421,Per capita soft drink consumption,2000,49.3,-0.7
F421,Per capita soft drink consumption,2001,46.73,-5.2
F421,Per capita soft drink consumption,2002,46.64,-0.2
F421,Per capita soft drink consumption,2003,46.49,-0.3
F421,Per capita soft drink consumption,2004,47.47,2.1
F421,Per capita soft drink consumption,2005,47.3,-0.4
F421,Per capita soft drink consumption,2006,47.07,-0.5
F421,Per capita soft drink consumption,2007,47.11,0.1
F421,Per capita soft drink consumption,2008,46.48,-1.3
F421,Per capita soft drink consumption,2009,45.86,-1.3
F421,Per capita soft drink consumption,2010,45.65,-0.5
F421,Per capita soft drink consumption,2011,45.1,-1.2
F421,Per capita soft drink consumption,2012,44.69,-0.9
F421,Per capita soft drink consumption,2013,44.25,-1
F421,Per capita soft drink consumption,2014,44.02,-0.5
F421,Per capita soft drink consumption,2015,43.65,-0.9
F421,Per capita soft drink consumption,2016,44.11,1.1
F421,Per capita soft drink consumption,2017,43.88,-0.5
F421,Per capita soft drink consumption,2018,43.66,-0.5
F421,Per capita soft drink consumption,2019,43.5,-0.4
F421,Per capita soft drink consumption,2020,43.2,-0.7
F421,Per capita soft drink consumption,2021,43.26,0.1
F421,Per capita soft drink consumption,2022,43.19,-0.2
F421,Per capita soft drink consumption,2023,42.98,-0.5
F421,Per capita soft drink consumption,2024,42.79,-0.5
F421,Per capita soft drink consumption,2025,42.57,-0.5
F421,Per capita soft drink consumption,2026,42.43,-0.3
F421,Per capita soft drink consumption,2027,42.26,-0.4
F421,Per capita soft drink consumption,2028,42.07,-0.5
F421,Per capita soft drink consumption,2029,41.88,-0.5
F421,Per capita soft drink consumption,2030,41.69,-0.5
F422,"Per capita sugar and sweetener
consumption",1980,120.23,0
F422,"Per capita sugar and sweetener
consumption",1981,119.79,-0.4
F422,"Per capita sugar and sweetener
consumption",1982,117.71,-1.7
F422,"Per capita sugar and sweetener
consumption",1983,119.29,1.3
F422,"Per capita sugar and sweetener
consumption",1984,121.78,2.1
F422,"Per capita sugar and sweetener
consumption",1985,126.17,3.6
F422,"Per capita sugar and sweetener
consumption",1986,124.31,-1.5
F422,"Per capita sugar and sweetener
consumption",1987,128.88,3.7
F422,"Per capita sugar and sweetener
consumption",1988,130.26,1.1
F422,"Per capita sugar and sweetener
consumption",1989,128.53,-1.3
F422,"Per capita sugar and sweetener
consumption",1990,132.45,3
F422,"Per capita sugar and sweetener
consumption",1991,132.88,0.3
F422,"Per capita sugar and sweetener
consumption",1992,135.28,1.8
F422,"Per capita sugar and sweetener
consumption",1993,138.14,2.1
F422,"Per capita sugar and sweetener
consumption",1994,141.68,2.6
F422,"Per capita sugar and sweetener
consumption",1995,144.77,2.2
F422,"Per capita sugar and sweetener
consumption",1996,146.82,1.4
F422,"Per capita sugar and sweetener
consumption",1997,150.19,2.3
F422,"Per capita sugar and sweetener
consumption",1998,151.52,0.9
F422,"Per capita sugar and sweetener
consumption",1999,153.59,1.4
F422,"Per capita sugar and sweetener
consumption",2000,150.78,-1.8
F422,"Per capita sugar and sweetener
consumption",2001,148.92,-1.2
F422,"Per capita sugar and sweetener
consumption",2002,148.13,-0.5
F422,"Per capita sugar and sweetener
consumption",2003,143.33,-3.3
F422,"Per capita sugar and sweetener
consumption",2004,143.47,0.1
F422,"Per capita sugar and sweetener
consumption",2005,143.98,0.4
F422,"Per capita sugar and sweetener
consumption",2006,140.82,-2.2
F422,"Per capita sugar and sweetener
consumption",2007,137.12,-2.6
F422,"Per capita sugar and sweetener
consumption",2008,137.21,0.1
F422,"Per capita sugar and sweetener
consumption",2009,132.29,-3.6
F422,"Per capita sugar and sweetener
consumption",2010,133.76,1.1
F422,"Per capita sugar and sweetener
consumption",2011,131.29,-1.9
F422,"Per capita sugar and sweetener
consumption",2012,131.32,0
F422,"Per capita sugar and sweetener
consumption",2013,130.31,-0.8
F422,"Per capita sugar and sweetener
consumption",2014,131.7,1.1
F422,"Per capita sugar and sweetener
consumption",2015,131.41,-0.2
F422,"Per capita sugar and sweetener
consumption",2016,130.37,-0.8
F422,"Per capita sugar and sweetener
consumption",2017,129.75,-0.5
F422,"Per capita sugar and sweetener
consumption",2018,127.79,-1.5
F422,"Per capita sugar and sweetener
consumption",2019,126.49,-1
F422,"Per capita sugar and sweetener
consumption",2020,126.71,0.2
F422,"Per capita sugar and sweetener
consumption",2021,127.33,0.5
F422,"Per capita sugar and sweetener
consumption",2022,126.6,-0.6
F422,"Per capita sugar and sweetener
consumption",2023,125.83,-0.6
F422,"Per capita sugar and sweetener
consumption",2024,125.08,-0.6
F422,"Per capita sugar and sweetener
consumption",2025,124.32,-0.6
F422,"Per capita sugar and sweetener
consumption",2026,123.55,-0.6
F422,"Per capita sugar and sweetener
consumption",2027,122.76,-0.6
F422,"Per capita sugar and sweetener
consumption",2028,121.95,-0.7
F422,"Per capita sugar and sweetener
consumption",2029,121.15,-0.7
F422,"Per capita sugar and sweetener
consumption",2030,120.37,-0.7
F425,Per capita wheat flour consumption,1980,116.86,0
F425,Per capita wheat flour consumption,1981,115.83,-0.9
F425,Per capita wheat flour consumption,1982,116.84,0.9
F425,Per capita wheat flour consumption,1983,117.66,0.7
F425,Per capita wheat flour consumption,1984,119.09,1.2
F425,Per capita wheat flour consumption,1985,124.59,4.6
F425,Per capita wheat flour consumption,1986,125.59,0.8
F425,Per capita wheat flour consumption,1987,129.8,3.3
F425,Per capita wheat flour consumption,1988,131.64,1.4
F425,Per capita wheat flour consumption,1989,129.12,-1.9
F425,Per capita wheat flour consumption,1990,135.57,5
F425,Per capita wheat flour consumption,1991,135.69,0.1
F425,Per capita wheat flour consumption,1992,138.05,1.7
F425,Per capita wheat flour consumption,1993,142.15,3
F425,Per capita wheat flour consumption,1994,142.94,0.6
F425,Per capita wheat flour consumption,1995,139.97,-2.1
F425,Per capita wheat flour consumption,1996,146.38,4.6
F425,Per capita wheat flour consumption,1997,146.77,0.3
